Reads	Reads	Total	Mut_freq
MT	WT		
2.0	1575.0	1577.0	0.0012682308180088776
16.0	2220.0	2236.0	0.007155635062611807
1.0	162.0	163.0	0.006134969325153374
6.0	232.0	238.0	0.025210084033613446
5.0	315.0	320.0	0.015625
12.0	188.0	200.0	0.06
2.0	186.0	188.0	0.010638297872340425
1.0	223.0	224.0	0.004464285714285714
5.0	3517.0	3522.0	0.0014196479273140261
14.0	225.0	239.0	0.058577405857740586
2.0	255.0	257.0	0.007782101167315175
1.0	302.0	303.0	0.0033003300330033004
0.0	379.0	379.0	0.0
14.0	907.0	921.0	0.01520086862106406
2.0	152.0	154.0	0.012987012987012988
3.0	252.0	255.0	0.011764705882352941
1.0	1932.0	1933.0	0.0005173305742369374
13.0	1074.0	1087.0	0.011959521619135235
3.0	229.0	232.0	0.01293103448275862
8.0	186.0	194.0	0.041237113402061855
7.0	5077.0	5084.0	0.0013768686073957514
13.0	258.0	271.0	0.04797047970479705
1.0	275.0	276.0	0.0036231884057971015
0.0	160.0	160.0	0.0
1.0	1772.0	1773.0	0.0005640157924421884
569.0	229.0	798.0	0.7130325814536341
2.0	2038.0	2040.0	0.000980392156862745
4.0	329.0	333.0	0.012012012012012012
3.0	4769.0	4772.0	0.0006286672254819782
10.0	1613.0	1623.0	0.0061614294516327784
5.0	209.0	214.0	0.02336448598130841
3.0	561.0	564.0	0.005319148936170213
0.0	500.0	500.0	0.0
18.0	264.0	282.0	0.06382978723404255
16.0	230.0	246.0	0.06504065040650407
2.0	108.0	110.0	0.01818181818181818
0.0	282.0	282.0	0.0
5.0	120.0	125.0	0.04
27.0	185.0	212.0	0.12735849056603774
49.0	773.0	822.0	0.05961070559610705
19.0	717.0	736.0	0.025815217391304348
15.0	579.0	594.0	0.025252525252525252
17.0	2545.0	2562.0	0.00663544106167057
6.0	2881.0	2887.0	0.0020782819535850364
3.0	438.0	441.0	0.006802721088435374
8.0	1069.0	1077.0	0.007428040854224698
2.0	98.0	100.0	0.02
3.0	329.0	332.0	0.009036144578313253
0.0	869.0	869.0	0.0
18.0	927.0	945.0	0.01904761904761905
13.0	171.0	184.0	0.07065217391304347
11.0	207.0	218.0	0.05045871559633028
6.0	1773.0	1779.0	0.003372681281618887
152.0	99.0	251.0	0.6055776892430279
14.0	112.0	126.0	0.1111111111111111
2.0	492.0	494.0	0.004048582995951417
6.0	2866.0	2872.0	0.0020891364902506965
20.0	1188.0	1208.0	0.016556291390728478
21.0	127.0	148.0	0.14189189189189189
7.0	322.0	329.0	0.02127659574468085
2.0	392.0	394.0	0.005076142131979695
33.0	569.0	602.0	0.054817275747508304
23.0	354.0	377.0	0.0610079575596817
1.0	299.0	300.0	0.0033333333333333335
2.0	678.0	680.0	0.0029411764705882353
29.0	2105.0	2134.0	0.01358950328022493
34.0	1986.0	2020.0	0.016831683168316833
1.0	627.0	628.0	0.0015923566878980893
0.0	327.0	327.0	0.0
27.0	240.0	267.0	0.10112359550561797
23.0	136.0	159.0	0.14465408805031446
0.0	448.0	448.0	0.0
0.0	279.0	279.0	0.0
32.0	1261.0	1293.0	0.02474864655839134
20.0	1769.0	1789.0	0.011179429849077696
1.0	401.0	402.0	0.0024875621890547263
1.0	440.0	441.0	0.0022675736961451248
27.0	309.0	336.0	0.08035714285714286
25.0	181.0	206.0	0.12135922330097088
1.0	2120.0	2121.0	0.0004714757190004715
0.0	927.0	927.0	0.0
44.0	797.0	841.0	0.052318668252080855
22.0	1634.0	1656.0	0.013285024154589372
45.0	10580.0	10625.0	0.0042352941176470585
0.0	524.0	524.0	0.0
48.0	3176.0	3224.0	0.01488833746898263
35.0	363.0	398.0	0.08793969849246232
1.0	819.0	820.0	0.0012195121951219512
0.0	396.0	396.0	0.0
33.0	336.0	369.0	0.08943089430894309
40.0	164.0	204.0	0.19607843137254902
1.0	256.0	257.0	0.0038910505836575876
1.0	2280.0	2281.0	0.00043840420868040335
31.0	178.0	209.0	0.14832535885167464
58.0	2536.0	2594.0	0.02235929067077872
93.0	362.0	455.0	0.2043956043956044
14.0	3243.0	3257.0	0.004298434141848327
43.0	2561.0	2604.0	0.01651305683563748
45.0	249.0	294.0	0.15306122448979592
1.0	293.0	294.0	0.003401360544217687
1.0	348.0	349.0	0.0028653295128939827
24.0	267.0	291.0	0.08247422680412371
12.0	88.0	100.0	0.12
2.0	489.0	491.0	0.004073319755600814
1.0	226.0	227.0	0.004405286343612335
0.0	170.0	170.0	0.0
3.0	167.0	170.0	0.01764705882352941
1.0	330.0	331.0	0.0030211480362537764
1.0	936.0	937.0	0.0010672358591248667
6.0	521.0	527.0	0.011385199240986717
2.0	134.0	136.0	0.014705882352941176
6.0	2884.0	2890.0	0.0020761245674740486
2.0	473.0	475.0	0.004210526315789474
2.0	221.0	223.0	0.008968609865470852
3.0	1213.0	1216.0	0.0024671052631578946
14.0	570.0	584.0	0.023972602739726026
1.0	1122.0	1123.0	0.0008904719501335708
3.0	251.0	254.0	0.011811023622047244
5.0	859.0	864.0	0.005787037037037037
2.0	557.0	559.0	0.0035778175313059034
11.0	290.0	301.0	0.036544850498338874
5.0	241.0	246.0	0.02032520325203252
4.0	1357.0	1361.0	0.0029390154298310064
6.0	9008.0	9014.0	0.0006656312402928778
3.0	372.0	375.0	0.008
5.0	2202.0	2207.0	0.0022655188038060714
2.0	321.0	323.0	0.006191950464396285
6.0	11149.0	11155.0	0.0005378753922008068
1.0	299.0	300.0	0.0033333333333333335
7.0	1019.0	1026.0	0.00682261208576998
5.0	238.0	243.0	0.0205761316872428
2.0	575.0	577.0	0.0034662045060658577
2.0	2882.0	2884.0	0.0006934812760055479
7.0	2415.0	2422.0	0.002890173410404624
7.0	2421.0	2428.0	0.002883031301482702
3.0	4007.0	4010.0	0.0007481296758104738
0.0	343.0	343.0	0.0
26.0	834.0	860.0	0.030232558139534883
4.0	185.0	189.0	0.021164021164021163
3.0	1128.0	1131.0	0.002652519893899204
4.0	4496.0	4500.0	0.0008888888888888889
3.0	794.0	797.0	0.0037641154328732747
6.0	185.0	191.0	0.031413612565445025
10.0	1364.0	1374.0	0.00727802037845706
2.0	433.0	435.0	0.004597701149425287
7.0	1120.0	1127.0	0.006211180124223602
13.0	202.0	215.0	0.06046511627906977
9.0	3872.0	3881.0	0.0023189899510435456
7.0	310.0	317.0	0.022082018927444796
4.0	1094.0	1098.0	0.0036429872495446266
43.0	1205.0	1248.0	0.03445512820512821
83.0	382.0	465.0	0.17849462365591398
19.0	473.0	492.0	0.03861788617886179
2.0	252.0	254.0	0.007874015748031496
14.0	196.0	210.0	0.06666666666666667
3.0	2036.0	2039.0	0.0014713094654242277
1.0	1161.0	1162.0	0.0008605851979345956
2.0	1232.0	1234.0	0.0016207455429497568
2.0	1286.0	1288.0	0.0015527950310559005
1.0	123.0	124.0	0.008064516129032258
2.0	1739.0	1741.0	0.0011487650775416428
9.0	684.0	693.0	0.012987012987012988
2.0	1222.0	1224.0	0.0016339869281045752
15.0	357.0	372.0	0.04032258064516129
0.0	916.0	916.0	0.0
3.0	856.0	859.0	0.0034924330616996507
1.0	1890.0	1891.0	0.0005288207297726071
13.0	633.0	646.0	0.020123839009287926
7.0	2513.0	2520.0	0.002777777777777778
5.0	1065.0	1070.0	0.004672897196261682
17.0	4016.0	4033.0	0.0042152243987106375
3.0	326.0	329.0	0.00911854103343465
1.0	494.0	495.0	0.00202020202020202
9.0	2392.0	2401.0	0.003748438150770512
22.0	3031.0	3053.0	0.007206026858827383
4.0	990.0	994.0	0.004024144869215292
1.0	487.0	488.0	0.0020491803278688526
9.0	777.0	786.0	0.011450381679389313
2.0	989.0	991.0	0.0020181634712411706
3.0	575.0	578.0	0.005190311418685121
1.0	439.0	440.0	0.0022727272727272726
32.0	6749.0	6781.0	0.004719067984073145
2.0	379.0	381.0	0.005249343832020997
2.0	284.0	286.0	0.006993006993006993
0.0	1401.0	1401.0	0.0
1.0	389.0	390.0	0.002564102564102564
1.0	4952.0	4953.0	0.0002018978396931153
4.0	297.0	301.0	0.013289036544850499
0.0	2487.0	2487.0	0.0
22.0	334.0	356.0	0.06179775280898876
2.0	362.0	364.0	0.005494505494505495
53.0	582.0	635.0	0.08346456692913386
4.0	755.0	759.0	0.005270092226613966
11.0	6741.0	6752.0	0.0016291469194312795
0.0	374.0	374.0	0.0
12.0	1488.0	1500.0	0.008
4.0	3126.0	3130.0	0.0012779552715654952
5.0	1743.0	1748.0	0.002860411899313501
23.0	4470.0	4493.0	0.005119074115290452
0.0	181.0	181.0	0.0
2.0	3787.0	3789.0	0.0005278437582475588
3.0	404.0	407.0	0.007371007371007371
42.0	324.0	366.0	0.11475409836065574
75.0	743.0	818.0	0.09168704156479218
32.0	4020.0	4052.0	0.007897334649555774
4.0	588.0	592.0	0.006756756756756757
25.0	422.0	447.0	0.05592841163310962
38.0	269.0	307.0	0.1237785016286645
6.0	4672.0	4678.0	0.0012825994014536127
4.0	1056.0	1060.0	0.0037735849056603774
0.0	139.0	139.0	0.0
29.0	2011.0	2040.0	0.014215686274509804
5.0	319.0	324.0	0.015432098765432098
9.0	959.0	968.0	0.009297520661157025
3.0	919.0	922.0	0.0032537960954446853
18.0	2365.0	2383.0	0.007553503986571549
1.0	247.0	248.0	0.004032258064516129
11.0	309.0	320.0	0.034375
1.0	120.0	121.0	0.008264462809917356
35.0	845.0	880.0	0.03977272727272727
1.0	1563.0	1564.0	0.0006393861892583121
16.0	2958.0	2974.0	0.005379959650302623
3.0	156.0	159.0	0.018867924528301886
64.0	770.0	834.0	0.07673860911270983
12.0	3979.0	3991.0	0.003006765221748935
17.0	343.0	360.0	0.04722222222222222
4.0	213.0	217.0	0.018433179723502304
36.0	716.0	752.0	0.047872340425531915
0.0	367.0	367.0	0.0
7.0	1411.0	1418.0	0.004936530324400564
2.0	2535.0	2537.0	0.0007883326763894363
34.0	5362.0	5396.0	0.006300963676797628
5.0	2378.0	2383.0	0.00209819555182543
15.0	3221.0	3236.0	0.0046353522867737945
0.0	176.0	176.0	0.0
46.0	2582.0	2628.0	0.01750380517503805
2.0	312.0	314.0	0.006369426751592357
157.0	594.0	751.0	0.20905459387483355
7.0	231.0	238.0	0.029411764705882353
33.0	622.0	655.0	0.050381679389312976
7.0	450.0	457.0	0.015317286652078774
14.0	2066.0	2080.0	0.006730769230769231
5.0	203.0	208.0	0.02403846153846154
29.0	616.0	645.0	0.04496124031007752
2.0	489.0	491.0	0.004073319755600814
37.0	2592.0	2629.0	0.01407379231647014
1.0	2163.0	2164.0	0.0004621072088724584
58.0	15919.0	15977.0	0.0036302184390060712
1.0	470.0	471.0	0.0021231422505307855
18.0	773.0	791.0	0.022756005056890013
0.0	290.0	290.0	0.0
74.0	1816.0	1890.0	0.039153439153439155
4.0	481.0	485.0	0.008247422680412371
19.0	5706.0	5725.0	0.003318777292576419
15.0	226.0	241.0	0.06224066390041494
23.0	373.0	396.0	0.05808080808080808
0.0	2180.0	2180.0	0.0
5.0	422.0	427.0	0.0117096018735363
36.0	2582.0	2618.0	0.013750954927425516
6549.0	3759.0	10308.0	0.6353317811408614
208.0	3804.0	4012.0	0.0518444666001994
12.0	555.0	567.0	0.021164021164021163
17.0	238.0	255.0	0.06666666666666667
40.0	457.0	497.0	0.08048289738430583
3.0	3124.0	3127.0	0.0009593859929645027
6.0	261.0	267.0	0.02247191011235955
3.0	102.0	105.0	0.02857142857142857
4.0	11528.0	11532.0	0.000346860908775581
0.0	252.0	252.0	0.0
4.0	2298.0	2302.0	0.0017376194613379669
1.0	142.0	143.0	0.006993006993006993
5.0	8498.0	8503.0	0.0005880277549100317
0.0	273.0	273.0	0.0
1.0	127.0	128.0	0.0078125
4.0	363.0	367.0	0.010899182561307902
44.0	14387.0	14431.0	0.003048991753863211
2.0	298.0	300.0	0.006666666666666667
13.0	585.0	598.0	0.021739130434782608
4.0	145.0	149.0	0.026845637583892617
4.0	1110.0	1114.0	0.003590664272890485
4.0	232.0	236.0	0.01694915254237288
5.0	1990.0	1995.0	0.002506265664160401
4.0	211.0	215.0	0.018604651162790697
7.0	3886.0	3893.0	0.0017980991523246853
1.0	300.0	301.0	0.0033222591362126247
0.0	206.0	206.0	0.0
4.0	119.0	123.0	0.032520325203252036
14.0	1388.0	1402.0	0.009985734664764621
2.0	257.0	259.0	0.007722007722007722
4.0	343.0	347.0	0.011527377521613832
8.0	172.0	180.0	0.044444444444444446
5.0	1025.0	1030.0	0.0048543689320388345
0.0	1980.0	1980.0	0.0
1.0	354.0	355.0	0.0028169014084507044
13.0	1780.0	1793.0	0.007250418293363078
5.0	949.0	954.0	0.005241090146750524
1.0	611.0	612.0	0.0016339869281045752
16.0	1137.0	1153.0	0.013876843018213356
14.0	155.0	169.0	0.08284023668639054
28.0	8444.0	8472.0	0.0033050047214353163
2.0	3654.0	3656.0	0.0005470459518599562
6.0	310.0	316.0	0.0189873417721519
8.0	156.0	164.0	0.04878048780487805
17.0	23156.0	23173.0	0.0007336123937340871
0.0	392.0	392.0	0.0
1.0	633.0	634.0	0.0015772870662460567
19.0	147.0	166.0	0.1144578313253012
1.0	595.0	596.0	0.0016778523489932886
3.0	2427.0	2430.0	0.0012345679012345679
7.0	125.0	132.0	0.05303030303030303
235.0	1312.0	1547.0	0.15190691661279895
266.0	1139.0	1405.0	0.1893238434163701
15.0	3641.0	3656.0	0.004102844638949671
3.0	861.0	864.0	0.003472222222222222
18.0	178.0	196.0	0.09183673469387756
10.0	828.0	838.0	0.011933174224343675
0.0	325.0	325.0	0.0
1.0	136.0	137.0	0.0072992700729927005
1.0	1182.0	1183.0	0.0008453085376162299
1.0	318.0	319.0	0.003134796238244514
1.0	309.0	310.0	0.0032258064516129032
7.0	308.0	315.0	0.022222222222222223
2.0	1993.0	1995.0	0.0010025062656641604
0.0	201.0	201.0	0.0
4.0	180.0	184.0	0.021739130434782608
9.0	121.0	130.0	0.06923076923076923
3.0	217.0	220.0	0.013636363636363636
1.0	1339.0	1340.0	0.0007462686567164179
3.0	925.0	928.0	0.003232758620689655
3.0	234.0	237.0	0.012658227848101266
9.0	2107.0	2116.0	0.004253308128544423
9.0	381.0	390.0	0.023076923076923078
7.0	948.0	955.0	0.007329842931937173
18.0	273.0	291.0	0.061855670103092786
7.0	365.0	372.0	0.01881720430107527
0.0	725.0	725.0	0.0
10.0	166.0	176.0	0.056818181818181816
3.0	276.0	279.0	0.010752688172043012
0.0	648.0	648.0	0.0
2.0	326.0	328.0	0.006097560975609756
3.0	2291.0	2294.0	0.0013077593722755014
6.0	340.0	346.0	0.017341040462427744
4.0	498.0	502.0	0.00796812749003984
3.0	694.0	697.0	0.00430416068866571
4.0	2737.0	2741.0	0.001459321415541773
13.0	2751.0	2764.0	0.004703328509406657
3.0	271.0	274.0	0.010948905109489052
12.0	266.0	278.0	0.04316546762589928
2.0	217.0	219.0	0.0091324200913242
11.0	994.0	1005.0	0.010945273631840797
3.0	2167.0	2170.0	0.0013824884792626728
4.0	425.0	429.0	0.009324009324009324
2.0	463.0	465.0	0.004301075268817204
7.0	347.0	354.0	0.01977401129943503
32.0	438.0	470.0	0.06808510638297872
3.0	2523.0	2526.0	0.0011876484560570072
1.0	336.0	337.0	0.002967359050445104
26.0	1247.0	1273.0	0.0204241948153967
1.0	348.0	349.0	0.0028653295128939827
2.0	692.0	694.0	0.002881844380403458
0.0	454.0	454.0	0.0
10.0	2665.0	2675.0	0.003738317757009346
6.0	2323.0	2329.0	0.0025762129669386004
1.0	894.0	895.0	0.0011173184357541898
2.0	458.0	460.0	0.004347826086956522
12.0	454.0	466.0	0.02575107296137339
26.0	3688.0	3714.0	0.007000538502961767
2.0	217.0	219.0	0.0091324200913242
0.0	336.0	336.0	0.0
4.0	380.0	384.0	0.010416666666666666
55.0	389.0	444.0	0.12387387387387387
70.0	317.0	387.0	0.18087855297157623
13.0	537.0	550.0	0.023636363636363636
11.0	365.0	376.0	0.02925531914893617
23.0	5542.0	5565.0	0.004132973944294699
3.0	251.0	254.0	0.011811023622047244
0.0	813.0	813.0	0.0
2.0	216.0	218.0	0.009174311926605505
13.0	162.0	175.0	0.07428571428571429
6.0	110.0	116.0	0.05172413793103448
27.0	1918.0	1945.0	0.013881748071979434
5.0	214.0	219.0	0.0228310502283105
1.0	1495.0	1496.0	0.0006684491978609625
3.0	690.0	693.0	0.004329004329004329
1.0	265.0	266.0	0.0037593984962406013
4.0	297.0	301.0	0.013289036544850499
2.0	219.0	221.0	0.00904977375565611
3.0	294.0	297.0	0.010101010101010102
0.0	156.0	156.0	0.0
9.0	135.0	144.0	0.0625
2.0	3020.0	3022.0	0.0006618133686300463
2.0	346.0	348.0	0.005747126436781609
1.0	184.0	185.0	0.005405405405405406
1.0	182.0	183.0	0.00546448087431694
1.0	120.0	121.0	0.008264462809917356
27.0	839.0	866.0	0.03117782909930716
3.0	1343.0	1346.0	0.002228826151560178
16.0	6052.0	6068.0	0.0026367831245880024
2.0	210.0	212.0	0.009433962264150943
10.0	11420.0	11430.0	0.0008748906386701663
0.0	327.0	327.0	0.0
10.0	3584.0	3594.0	0.0027824151363383415
5.0	320.0	325.0	0.015384615384615385
14.0	12474.0	12488.0	0.0011210762331838565
0.0	368.0	368.0	0.0
3.0	352.0	355.0	0.008450704225352112
18.0	277.0	295.0	0.061016949152542375
2.0	791.0	793.0	0.0025220680958385876
1.0	1924.0	1925.0	0.0005194805194805195
4.0	525.0	529.0	0.007561436672967864
7.0	2522.0	2529.0	0.00276789244760775
4.0	670.0	674.0	0.005934718100890208
0.0	1649.0	1649.0	0.0
8.0	757.0	765.0	0.01045751633986928
1.0	2112.0	2113.0	0.000473260766682442
2.0	565.0	567.0	0.003527336860670194
1.0	2318.0	2319.0	0.00043122035360068997
29.0	1812.0	1841.0	0.015752308527973928
3.0	240.0	243.0	0.012345679012345678
0.0	716.0	716.0	0.0
2.0	353.0	355.0	0.005633802816901409
1.0	590.0	591.0	0.001692047377326565
2.0	181.0	183.0	0.01092896174863388
6.0	14340.0	14346.0	0.0004182350480970305
3.0	1707.0	1710.0	0.0017543859649122807
6.0	1845.0	1851.0	0.0032414910858995136
9.0	217.0	226.0	0.03982300884955752
3.0	336.0	339.0	0.008849557522123894
3.0	266.0	269.0	0.011152416356877323
3.0	541.0	544.0	0.0055147058823529415
40.0	564.0	604.0	0.06622516556291391
159.0	655.0	814.0	0.19533169533169534
13.0	1429.0	1442.0	0.009015256588072122
8.0	1256.0	1264.0	0.006329113924050633
18.0	4067.0	4085.0	0.004406364749082008
0.0	285.0	285.0	0.0
0.0	272.0	272.0	0.0
5.0	729.0	734.0	0.006811989100817439
0.0	203.0	203.0	0.0
0.0	413.0	413.0	0.0
0.0	289.0	289.0	0.0
3.0	143.0	146.0	0.02054794520547945
1.0	194.0	195.0	0.005128205128205128
16.0	356.0	372.0	0.043010752688172046
2.0	267.0	269.0	0.007434944237918215
7.0	370.0	377.0	0.01856763925729443
3.0	882.0	885.0	0.003389830508474576
3.0	1970.0	1973.0	0.0015205271160669033
2.0	296.0	298.0	0.006711409395973154
1.0	322.0	323.0	0.0030959752321981426
2.0	1357.0	1359.0	0.0014716703458425313
1.0	701.0	702.0	0.0014245014245014246
1.0	1840.0	1841.0	0.0005431830526887561
2.0	185.0	187.0	0.0106951871657754
1.0	167.0	168.0	0.005952380952380952
1.0	426.0	427.0	0.00234192037470726
1.0	275.0	276.0	0.0036231884057971015
15.0	2622.0	2637.0	0.005688282138794084
3.0	260.0	263.0	0.011406844106463879
2.0	9948.0	9950.0	0.00020100502512562814
0.0	2507.0	2507.0	0.0
3.0	268.0	271.0	0.01107011070110701
2.0	229.0	231.0	0.008658008658008658
3.0	2493.0	2496.0	0.001201923076923077
1.0	1878.0	1879.0	0.0005321979776476849
12.0	218.0	230.0	0.05217391304347826
3.0	2147.0	2150.0	0.0013953488372093023
2.0	678.0	680.0	0.0029411764705882353
10.0	489.0	499.0	0.02004008016032064
1.0	430.0	431.0	0.002320185614849188
0.0	1842.0	1842.0	0.0
2.0	2094.0	2096.0	0.0009541984732824427
5.0	3788.0	3793.0	0.001318217769575534
3.0	979.0	982.0	0.003054989816700611
17.0	858.0	875.0	0.019428571428571427
0.0	223.0	223.0	0.0
1.0	279.0	280.0	0.0035714285714285713
3.0	111.0	114.0	0.02631578947368421
34.0	206.0	240.0	0.14166666666666666
93.0	377.0	470.0	0.19787234042553192
11.0	2694.0	2705.0	0.004066543438077634
8.0	3207.0	3215.0	0.002488335925349922
20.0	279.0	299.0	0.06688963210702341
2.0	2762.0	2764.0	0.000723589001447178
2.0	4259.0	4261.0	0.0004693733865289838
3.0	1141.0	1144.0	0.0026223776223776225
1.0	1076.0	1077.0	0.0009285051067780873
5.0	386.0	391.0	0.01278772378516624
1.0	2918.0	2919.0	0.00034258307639602604
5.0	796.0	801.0	0.006242197253433208
25.0	280.0	305.0	0.08196721311475409
5.0	4054.0	4059.0	0.001231830500123183
0.0	185.0	185.0	0.0
7.0	188.0	195.0	0.035897435897435895
22.0	190.0	212.0	0.10377358490566038
11.0	452.0	463.0	0.023758099352051837
0.0	1030.0	1030.0	0.0
1.0	470.0	471.0	0.0021231422505307855
25.0	3413.0	3438.0	0.007271669575334497
25.0	407.0	432.0	0.05787037037037037
2.0	381.0	383.0	0.005221932114882507
4.0	265.0	269.0	0.01486988847583643
30.0	2239.0	2269.0	0.013221683561040106
6.0	350.0	356.0	0.016853932584269662
1.0	2694.0	2695.0	0.00037105751391465676
1.0	377.0	378.0	0.0026455026455026454
41.0	379.0	420.0	0.09761904761904762
6.0	642.0	648.0	0.009259259259259259
2.0	436.0	438.0	0.0045662100456621
1.0	136.0	137.0	0.0072992700729927005
16.0	4417.0	4433.0	0.003609293931874577
2.0	498.0	500.0	0.004
1.0	1159.0	1160.0	0.0008620689655172414
5.0	889.0	894.0	0.005592841163310962
39.0	2749.0	2788.0	0.013988522238163558
4.0	358.0	362.0	0.011049723756906077
1.0	3809.0	3810.0	0.00026246719160104987
6.0	1974.0	1980.0	0.0030303030303030303
31.0	282.0	313.0	0.09904153354632587
0.0	394.0	394.0	0.0
2.0	1365.0	1367.0	0.001463057790782736
19.0	184.0	203.0	0.09359605911330049
29.0	222.0	251.0	0.11553784860557768
8.0	727.0	735.0	0.010884353741496598
5.0	2124.0	2129.0	0.0023485204321277596
2.0	421.0	423.0	0.004728132387706856
37.0	462.0	499.0	0.07414829659318638
13.0	18979.0	18992.0	0.0006844987363100253
1.0	662.0	663.0	0.0015082956259426848
6.0	984.0	990.0	0.006060606060606061
74.0	283.0	357.0	0.20728291316526612
0.0	161.0	161.0	0.0
0.0	308.0	308.0	0.0
0.0	107.0	107.0	0.0
3427.0	274.0	3701.0	0.9259659551472575
111.0	401.0	512.0	0.216796875
23.0	2991.0	3014.0	0.007631055076310551
7.0	233.0	240.0	0.029166666666666667
1400.0	2277.0	3677.0	0.3807451726951319
5.0	253.0	258.0	0.01937984496124031
10.0	4366.0	4376.0	0.0022851919561243145
5.0	386.0	391.0	0.01278772378516624
21.0	98.0	119.0	0.17647058823529413
7.0	220.0	227.0	0.030837004405286344
3.0	165.0	168.0	0.017857142857142856
1.0	114.0	115.0	0.008695652173913044
21.0	108.0	129.0	0.16279069767441862
1.0	252.0	253.0	0.003952569169960474
0.0	470.0	470.0	0.0
7.0	1883.0	1890.0	0.003703703703703704
8.0	162.0	170.0	0.047058823529411764
1.0	159.0	160.0	0.00625
3.0	230.0	233.0	0.012875536480686695
0.0	123.0	123.0	0.0
6.0	99.0	105.0	0.05714285714285714
0.0	153.0	153.0	0.0
1.0	174.0	175.0	0.005714285714285714
9.0	102.0	111.0	0.08108108108108109
8.0	109.0	117.0	0.06837606837606838
2.0	320.0	322.0	0.006211180124223602
0.0	414.0	414.0	0.0
2.0	122.0	124.0	0.016129032258064516
13.0	114.0	127.0	0.10236220472440945
2.0	506.0	508.0	0.003937007874015748
0.0	265.0	265.0	0.0
4.0	168.0	172.0	0.023255813953488372
1294.0	118.0	1412.0	0.9164305949008499
56.0	166.0	222.0	0.25225225225225223
7.0	4179.0	4186.0	0.0016722408026755853
2.0	1795.0	1797.0	0.0011129660545353367
26.0	146.0	172.0	0.1511627906976744
9.0	4615.0	4624.0	0.0019463667820069203
29.0	3520.0	3549.0	0.008171315863623557
431.0	203.0	634.0	0.6798107255520505
39.0	76.0	115.0	0.3391304347826087
4.0	7993.0	7997.0	0.0005001875703388771
1.0	1884.0	1885.0	0.0005305039787798408
126.0	80.0	206.0	0.6116504854368932
269.0	82.0	351.0	0.7663817663817664
1364.0	8378.0	9742.0	0.14001231779921988
58.0	354.0	412.0	0.1407766990291262
446.0	787.0	1233.0	0.36171938361719386
2333.0	63.0	2396.0	0.9737061769616027
44.0	2515.0	2559.0	0.017194216490816726
10.0	1591.0	1601.0	0.006246096189881324
62.0	347.0	409.0	0.15158924205378974
1131.0	140.0	1271.0	0.8898505114083399
210.0	8882.0	9092.0	0.023097228332600087
43.0	1462.0	1505.0	0.02857142857142857
59.0	448.0	507.0	0.11637080867850098
43.0	128.0	171.0	0.25146198830409355
7.0	2942.0	2949.0	0.002373685995252628
1.0	3354.0	3355.0	0.00029806259314456036
151.0	376.0	527.0	0.286527514231499
75.0	1893.0	1968.0	0.038109756097560975
5.0	1850.0	1855.0	0.0026954177897574125
1.0	1011.0	1012.0	0.0009881422924901185
549.0	328.0	877.0	0.6259977194982896
75.0	2427.0	2502.0	0.02997601918465228
331.0	12543.0	12874.0	0.025710734814354513
59.0	4982.0	5041.0	0.011704026978774052
1674.0	796.0	2470.0	0.6777327935222672
481.0	43.0	524.0	0.9179389312977099
1393.0	9779.0	11172.0	0.12468671679197994
1360.0	3049.0	4409.0	0.30845996824676797
1185.0	285.0	1470.0	0.8061224489795918
45.0	83.0	128.0	0.3515625
224.0	8135.0	8359.0	0.0267974638114607
40.0	2398.0	2438.0	0.016406890894175553
68.0	430.0	498.0	0.13654618473895583
189.0	50.0	239.0	0.7907949790794979
18.0	8938.0	8956.0	0.002009825815096025
21.0	595.0	616.0	0.03409090909090909
146.0	1918.0	2064.0	0.07073643410852713
56.0	5777.0	5833.0	0.0096005486027773
6.0	3814.0	3820.0	0.0015706806282722514
8.0	230.0	238.0	0.03361344537815126
134.0	46.0	180.0	0.7444444444444445
382.0	47.0	429.0	0.8904428904428905
22.0	1177.0	1199.0	0.01834862385321101
8.0	834.0	842.0	0.009501187648456057
33.0	70.0	103.0	0.32038834951456313
19.0	2140.0	2159.0	0.008800370541917554
187.0	5624.0	5811.0	0.03218034761658923
63.0	4020.0	4083.0	0.015429831006612785
68.0	960.0	1028.0	0.06614785992217899
66.0	1146.0	1212.0	0.054455445544554455
64.0	3685.0	3749.0	0.017071218991731127
31.0	4617.0	4648.0	0.006669535283993115
183.0	64.0	247.0	0.7408906882591093
205.0	47.0	252.0	0.8134920634920635
203.0	15503.0	15706.0	0.012924996816503246
55.0	703.0	758.0	0.07255936675461741
469.0	235.0	704.0	0.6661931818181818
36.0	613.0	649.0	0.05546995377503852
2857.0	7087.0	9944.0	0.287308930008045
1075.0	347.0	1422.0	0.7559774964838256
924.0	515.0	1439.0	0.6421125781792911
1798.0	53.0	1851.0	0.9713668287412209
50.0	13881.0	13931.0	0.003589117794846027
19.0	1583.0	1602.0	0.011860174781523096
852.0	102.0	954.0	0.8930817610062893
821.0	141.0	962.0	0.8534303534303534
219.0	1768.0	1987.0	0.11021640664318068
20.0	1433.0	1453.0	0.013764624913971095
123.0	297.0	420.0	0.29285714285714287
81.0	133.0	214.0	0.37850467289719625
217.0	1256.0	1473.0	0.14731839782756279
58.0	3529.0	3587.0	0.016169500975745748
66.0	88.0	154.0	0.42857142857142855
60.0	61.0	121.0	0.49586776859504134
55.0	8346.0	8401.0	0.006546839661945006
